id,type,term,sense,translation,example_de,example_en,levels,part_of_speech,native_frequency_rating,native_frequency_label,native_frequency_notes,rated_by,rated_at,corpus_rank,register,regional_labels,contexts,tags,gender,plural,genitive_singular,is_reflexive,is_separable,auxiliary,present_er_sie_es,praeteritum,partizip_ii,valency,collocations,synonyms,antonyms,false_friends,source_name,source_url,review_status
630,word,ideal,conforming perfectly to an ideal standard,ideal / perfect,Eine Wohnung mit Garten wäre für uns ideal.,An apartment with a garden would be ideal for us.,B1,adjective,3,medium,,,,,standard,,,"evaluation;quality",adjective,,,,false,false,,,,"ideale Bedingungen; ideal sein","perfekt; optimal; mustergültig","mangelhaft; ungeeignet",,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
631,word,illegal,contrary to enacted criminal law,illegal / unlawful,"Ohne Steuerkarte zu arbeiten ist illegal. Wenn es herauskommt, musst du Strafe zahlen.",Working without a tax card is illegal. If it comes out you have to pay a fine.,B1,adjective,3,medium,,,,,standard,,,"legal;crime",adjective,,,,false,false,,,,"illegal handeln; illegale Einwanderung","rechtswidrig; ungesetzlich; kriminell","legal; gesetzmäßig",,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
632,word,Imbiss,casual small snack food / snack bar (German),snack / snack stand,Es ist Zeit für einen kleinen Imbiss.,It is time for a small snack.,B1,noun,3,medium,,D,,standard,"DACH: A=Jause; CH=Znüni/Zvieri","food;dining",masculine,-e,Imbisses,false,false,,,,"einen Imbiss nehmen; an der Imbissbude","Snack; Zwischenmahlzeit; Jause",Hauptmahlzeit,,,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
633,word,Import,commercial bringing in of foreign merchandise,import,"Im dritten Stock ist die Firma Schmidt & Co, Import und Export. / Der Import von Zigaretten ist nur bis zu einer bestimmten Menge erlaubt.","On the third floor is the company Schmidt & Co; Import and Export. / The import of cigarettes is only allowed up to a certain quantity.",B1,noun,3,medium,,,,,standard,,,"economy;trade",masculine,-e,Imports,false,false,,,,Import und Export,"Einfuhr; Warenimport","Export; Ausfuhr",,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
634,word,indem,by the means of doing specified action,by / by doing so,"Du kannst die Datei öffnen, indem du hier klickst.",You can open the file by clicking here.,B1,conjunction,3,medium,,,,,standard,,,"grammar;manner",,,,false,false,,,,indem man lernt,"dadurch dass; mittels",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
635,word,individuell,tailored to single individual person,individual / individually,"Die Lehrerin versucht, jedes Kind individuell zu fördern.",The teacher tries to support each child individually.,B1,adjective,3,medium,,,,,standard,,,"education;personality",adjective,,,,false,false,,,,individuelle Betreuung,"persönlich; maßgeschneidert; eigen","kollektiv; pauschal",,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
636,word,Industrie,large-scale economic manufacturing branch,industry,In dieser Gegend gibt es viel Industrie.,In this area there is a lot of industry.,B1,noun,4,high,,,,,standard,,,"economy;industry",feminine,-n,Industrie,false,false,,,,"in der Industrie arbeiten; verarbeitende Industrie","Produktionssektor; Fabrikwesen","Handwerk; Landwirtschaft",,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
637,word,Infektion,invasion of organism by disease pathogen,infection,Sie haben eine Infektion. Sie müssen Tabletten nehmen.,You have an infection. You must take tablets.,B1,noun,3,medium,,,,,standard,,,"health;medicine",feminine,-en,Infektion,false,false,,,,eine Infektion behandeln,"Ansteckung; Entzündung",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
638,word,Ingenieur,qualified professional in technical engineering,engineer,Hans will Bauingenieur werden.,Hans wants to become a civil engineer.,B1,noun,3,medium,,,,,standard,,,"jobs;technology",masculine,-e,Ingenieurs,false,false,,,,als Ingenieur arbeiten,"Techniker; Konstrukteur",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
639,word,Ingenieurin,female qualified professional engineer,engineer (female),Sie arbeitet als Ingenieurin bei einem Autokonzern.,She works as an engineer at a car corporation.,B1,noun,3,medium,,,,,standard,,,"jobs;technology",feminine,-nen,Ingenieurin,false,false,,,,"Technikerin; Konstrukteurin",,,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
640,word,Inhalt,matter contained within a vessel or written text,contents / subject matter,Geben Sie den Inhalt der Packung in einen Liter kochendes Wasser. / Erklären Sie den Inhalt und die Struktur Ihrer Präsentation.,Pour the contents of the packet into one liter of boiling water. / Explain the content and structure of your presentation.,B1,noun,4,high,,,,,standard,,,"food;education;media",masculine,-e,Inhalts,false,false,,,,"Inhaltsverzeichnis; der Inhalt des Buches","Thema; Gehalt; Füllung",Form,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
641,word,inklusive,including within total price,inclusive of / including,Der Zimmerpreis ist inklusive Frühstück.,The room price includes breakfast.,B1,preposition,4,high,,,,,standard,,,"hospitality;finance",,,,false,false,,,gen / dat,inklusive Mehrwertsteuer,"einschließlich; mit inbegriffen","exklusive; ohne",,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
642,word,innen,in the interior part or inside,inside / on the inside,Der Lichtschalter ist innen links.,The light switch is inside on the left.,B1,adverb,4,high,,,,,standard,,,"spatial;location",adverb,,,,false,false,,,,"nach innen gehen; innen und außen","drinnen; im Inneren",außen,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
643,word,inner-,pertaining to inside organs or affairs,internal / inner,"Wir müssen Sie untersuchen. Es kann sein, dass Sie innere Verletzungen haben.",We must examine you. It could be that you have internal injuries.,B1,adjective,3,medium,,,,,standard,,,"health;medicine",adjective,,,,false,false,,,,"innere Organe; innere Unruhe","intern; seelisch",äußer-,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
644,word,innerhalb,inside the bounds of space or time,within / inside of,Diese Fahrkarte gilt nur innerhalb der Stadt. / Nach dem Umzug müssen Sie sich innerhalb einer Woche ummelden.,This ticket is only valid within the city. / After moving you must register your address change within a week.,B1,preposition,4,high,,,,,standard,,,"spatial;temporal;preposition",,,,false,false,,,gen,"innerhalb von drei Tagen; innerhalb der Grenzen","binnen; inwendig",außerhalb,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
645,word,Inserat,printed newspaper advertisement,advertisement / classified ad,Was kostet ein Inserat in der Zeitung?,How much does an advertisement in the newspaper cost?,B1,noun,3,medium,,,,,standard,,,"media;shopping",neuter,-e,Inserates,false,false,,,,ein Inserat schalten/aufgeben,"Anzeige; Annonce; Reklame",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
646,word,insgesamt,taken altogether into a total,in total / altogether,Insgesamt haben sich 20 Teilnehmer für die Prüfung angemeldet.,In total 20 participants registered for the examination.,B1,adverb,4,high,,,,,standard,,,"statistics;numbers",adverb,,,,false,false,,,,insgesamt kosten,"alles in allem; zusammen; summiert",einzeln,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
647,word,installieren,set up software or mechanical apparatus,to install / to set up,"Können Sie mir helfen, meinen Computer zu installieren?",Can you help me install my computer?,B1,verb,3,medium,,,,,standard,,,"technology;computer",,,,,false,false,haben,installiert,installierte,installiert,acc,ein Programm installieren,"einrichten; aufspielen; montieren",deinstallieren,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
648,word,Institut,academic or professional institution,institute,Ich besuche einen Sprachkurs in einem kleinen Sprachinstitut.,I attend a language course at a small language institute.,B1,noun,4,high,,,,,standard,,,"education;science",neuter,-e,Instituts,false,false,,,,"am Institut forschen; Sprachinstitut","Einrichtung; Akademie; Anstalt",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
649,word,integrieren,incorporate smoothly into community/group,to integrate,Sie ist schon sehr gut im Team integriert. / Die Leute aus dem Ausland sollen besser integriert werden.,She is already integrated very well into the team. / People from abroad are supposed to be integrated better.,B1,verb,3,medium,,,,,standard,,,"society;work",,,,,false,false,haben,integriert,integrierte,integriert,"acc, in + acc",sich in die Gesellschaft integrieren,"eingliedern; einbinden","ausgrenzen; isolieren",Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
650,word,Integration,incorporation of migrants into community,integration,Gute Deutschkenntnisse sollen bei der Integration helfen.,Good knowledge of German is supposed to help with integration.,B1,noun,3,medium,,,,,standard,,,"society;politics",feminine,-en,Integration,false,false,,,,die sprachliche Integration fördern,"Eingliederung; Einbindung",Ausgrenzung,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
651,word,Intelligenz,cognitive problem-solving capacity,intelligence,Meine Kinder haben in der Schule einen Intelligenztest gemacht.,My children took an intelligence test at school.,B1,noun,3,medium,,,,,standard,,,"psychology;education",feminine,-,Intelligenz,false,false,,,,"hohe Intelligenz; Intelligenztest","Klugheit; Verstand; Scharfsinn",Dummheit,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
652,word,intensiv,concentrated with high effort and depth,intensive / thoroughly,Ich möchte intensiv Deutsch lernen.,I want to learn German intensively.,B1,adjective,3,medium,,,,,standard,,,"education;work",adjective,,,,false,false,,,,intensiv arbeiten/lernen,"gründlich; tiefgehend; kraftvoll","oberflächlich; flüchtig",,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
653,word,Intensivkurs,concentrated educational course of study,intensive course,Der Intensivkurs findet täglich von 9 bis 12 Uhr statt.,The intensive course takes place daily from 9 to 12 o'clock.,B1,noun,3,medium,,,,,standard,,,"education;school",masculine,-e,Intensivkurses,false,false,,,,einen Intensivkurs belegen,"Crashkurs; Kompaktkurs",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
654,word,interessiert,having curiosity about a matter,interested,Sind Sie noch an der Wohnung interessiert?,Are you still interested in the apartment?,B1,adjective,4,high,,,,,standard,,,"mindset;opinions",adjective,,,,false,false,,,,interessiert sein an + dat,"aufgeschlossen; neugierig","desinteressiert; gleichgültig",,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
655,word,interkulturell,involving exchange between varied cultures,intercultural,Wir haben in der Sprachschule ein interkulturelles Fest gefeiert.,We celebrated an intercultural party at the language school.,B1,adjective,3,medium,,,,,standard,,,"culture;society",adjective,,,,false,false,,,,interkulturelle Kompetenz,"kulturübergreifend; transnational",monokulturell,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
656,word,inzwischen,during the intervening interval of time,in the meantime / meanwhile,Herr Müller kommt gleich zurück. Sie können inzwischen in seinem Büro warten.,Mr. Müller is coming back shortly. In the meantime you can wait in his office.,B1,adverb,4,high,,,,,standard,,,"time;sequence",adverb,,,,false,false,,,,inzwischen warten,"mittlerweile; währenddessen; derweilen",,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
657,word,irgend-,prefix indicating indefiniteness or arbitrariness,any- / some-,"Was für einen Saft möchten Sie? - Ganz egal, irgendeinen., What kind of juice would you like? - Doesn't matter",any.,B1,prefix,4,high,,,,,standard,,,"grammar;quantifier",,,,false,false,,,,"irgendwann; irgendwo; irgendwie",beliebig,,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
658,word,irgendein,an unspecified solitary entity,any / some,"Ganz egal, irgendeinen., Doesn't matter",any one.,B1,pronoun,4,high,,,,,standard,,,"grammar;pronoun",,,,false,false,,,,irgendein Buch nehmen,ein beliebiger,kein,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
659,word,irgendwann,at an unspecified point in time,sometime / someday,Ich habe Sie irgendwann schon mal gesehen.,I saw you sometime before.,B1,adverb,4,high,,,,,standard,,,"time;uncertainty",adverb,,,,false,false,,,,irgendwann einmal,"eines Tages; zu beliebiger Zeit",nie,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
660,word,sich irren,be mistaken in judgment or fact,to be mistaken / to be wrong,"Du irrst dich. Das Auto war nicht grün, sondern rot. / Ich habe mich in der Hausnummer geirrt.",You are mistaken. The car wasn't green but red. / I was mistaken in the house number.,B1,verb,3,medium,,,,,standard,,,"cognition;mistakes",,,,,true,false,haben,irrt sich,irrte sich,geirrt,"refl, in + dat",sich gewaltig irren,"sich täuschen; falschliegen",recht haben,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
661,word,ja,affirmative answer / particle indicating mutual fact,yes / indeed / you know / by all means,"Sind Sie verheiratet? - Ja. / Hallo? Ja, bitte? Wer spricht denn da? / Du weißt ja, dass ich kein Bier trinke. / Steige bitte ja nicht auf den Stuhl!, Are you married? - Yes. / Hello? Yes, please? Who is speaking? / You know, after all, that I drink no beer. / Whatever you do",don't climb on the chair!,B1,interjection,5,very high,,,,,standard,,,"communication;particle",particle,,,,false,false,,,,"ja freilich; ja wohl; nicht ja sagen","gewiss; freilich; doch",nein,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
662,word,Jause,informal snack or light meal (Austrian German),snack / light meal,Es ist Zeit für eine kleine Jause.,It is time for a small snack.,B1,noun,3,medium,,A,,standard,"DACH: D=Imbiss; CH=Znüni/Zvieri","food;dining",feminine,-n,Jause,false,false,,,,Jause machen/essen,"Brotzeit; Imbiss; Vesper",,,,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
663,word,je,distributive preposition / conditional conjunction,per / each / the (in 'the... the'),"Die Pullover kosten je nach Qualität zwischen 40 und 60 Euro. / Fahren Sie im Juni oder im Juli? - Je nachdem, wann mein Mann Urlaub bekommt.",The sweaters cost between 40 and 60 euros depending on quality. / Are you traveling in June or in July? - Depending on when my husband gets leave.,B1,preposition,4,high,,,,,standard,,,"grammar;quantifier",,,,false,false,,,acc,"je nach; je nachdem; je mehr","pro; jeweils",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
664,phrase,je ... desto,proportional correlative conjunction pair,the ... the ...,"Je länger ich Deutsch lerne, desto besser kann ich es verstehen., The longer I learn German",the better I can understand it.,B1,conjunction,4,high,,,,,standard,,,"grammar;comparison",phrase,,,,false,false,,,,je mehr desto besser,je ... umso,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
665,word,jederzeit,at any time whatsoever,at any time / always,Sie können mich jederzeit anrufen.,You can call me at any time.,B1,adverb,4,high,,,,,standard,,,"time;availability",adverb,,,,false,false,,,,jederzeit bereit sein,"stets; immer; zu jedem Zeitpunkt",nie,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
666,phrase,jedes Mal,on each individual occasion,every time,Inge erzählt die Geschichte jedes Mal anders.,Inge tells the story differently every time.,B1,phrase,4,high,,,,,standard,,,"frequency;routine",phrase,,,,false,false,,,,jedes Mal wenn,"immer; jeweils",niemals,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
667,word,jedoch,introducing contrasting qualification,however / yet,"Sie ruft immer wieder an, jedoch ohne Erfolg., She calls again and again",however without success.,B1,adverb,4,high,,,,,standard,,,"discourse;contrast",adverb,,,,false,false,,,,jedoch nicht,"aber; dennoch; hingegen",,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
668,word,jemals,at any point in historical or future time,ever,"Hast du jemals von dem Problem gehört? - Nein, nie., Have you ever heard of that problem? - No",never.,B1,adverb,3,medium,,,,,standard,,,"time;questions",adverb,,,,false,false,,,,"hast du jemals; jemals zuvor","je; jemalen","nie; niemals",,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
669,word,jeweils,on each individual separate occasion,in each case / respectively,Der Kurs findet jeweils montags und donnerstags um 18 Uhr statt.,The course takes place on Mondays and Thursdays at 6 pm in each case.,B1,adverb,4,high,,,,,standard,,,"time;order",adverb,,,,false,false,,,,jeweils um 18 Uhr,"jedes Mal; für jedes einzelne Mal",,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
670,word,Jugend,period of youthful life between childhood and adulthood,youth,In meiner Jugend habe ich mich sehr für Musik interessiert.,In my youth I was very interested in music.,B1,noun,4,high,,,,,standard,,,"age;life",feminine,-,Jugend,false,false,,,,"in meiner Jugend; Jugend von heute","Jugendzeit; Flegeljahre",Alter,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
671,word,Kabel,insulated wire transmitting electrical current or signals,cable / cord / wire,Wo ist das Kabel für das Aufnahmegerät? / Mit Kabel bekommen Sie über 30 Fernsehkanäle.,Where is the cable for the recording device? / With cable you get over 30 television channels.,B1,noun,4,high,,,,,standard,,,"technology;appliances",neuter,-,Kabels,false,false,,,,"das Kabel anschließen; Kabelfernsehen","Leitung; Draht; Schnur",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
672,word,Kabine,small partitioned enclosure or changing cubicle,cubicle / cabin / booth,"Um zu wählen, gehen Sie bitte in diese Kabine., To vote",please step into this polling booth.,B1,noun,3,medium,,,,,standard,,,"elections;shopping",feminine,-n,Kabine,false,false,,,,"in die Kabine gehen; Wahlkabine; Umkleidekabine","Zelle; Abteil",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
673,word,Kaffeehaus,traditional café serving refreshments (Austrian),café / coffee house,Hier in der Nähe ist ein Kaffeehaus. Lass uns einen Kaffee trinken.,There is a coffee house nearby. Let's have a coffee.,B1,noun,3,medium,,A,,standard,"DACH: D; CH=Café","hospitality;dining",neuter,Kaffeehäuser,Kaffeehauses,false,false,,,,ins Wiener Kaffeehaus gehen,"Café; Bistro",,,,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
674,word,Kakao,hot sweet chocolate milk beverage,cocoa / hot chocolate,Zum Frühstück trinke ich immer einen Kakao.,For breakfast I always drink a hot chocolate.,B1,noun,3,medium,,,,,standard,,,"food;breakfast",masculine,-s,Kakaos,false,false,,,,heißen Kakao trinken,"Schokolade; Trinkschokolade",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
675,word,Kälte,state or condition of low temperature,cold / coldness,Bei dieser Kälte fahre ich nicht mit dem Fahrrad.,In this cold I do not ride by bicycle.,B1,noun,3,medium,,,,,standard,,,"weather;temperature",feminine,-,Kälte,false,false,,,,"große Kälte; vor Kälte zittern","Frost; Kühle","Hitze; Wärme",,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
676,word,kämpfen,engage in combat,contest,"or struggle, to fight / to struggle, Die Frauen kämpfen für mehr Rechte.",The women are fighting for more rights.,B1,verb,4,high,,,,,standard,,,"politics;sports;conflict",,,,,false,false,haben,kämpft,kämpfte,gekämpft,"für + acc, gegen + acc","um den Sieg kämpfen; für Gleichberechtigung kämpfen","streiten; ringen; fechten",aufgeben,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
677,word,Kampf,vigorous struggle,conflict,"or contest, fight / combat / battle, Im Schulbus gibt es immer einen Kampf um die Sitzplätze.",In the school bus there is always a fight for the seats.,B1,noun,3,medium,,,,,standard,,,"conflict;sports",masculine,Kämpfe,Kampfes,false,false,,,,der Kampf um die Meisterschaft,"Schlagabtausch; Gefecht; Ringen","Frieden; Versöhnung",,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
678,word,Kanal,man-made waterway / broadcasting station channel,canal / television channel,Mit Kabel bekommen Sie über 30 Fernsehkanäle.,With cable you receive over 30 television channels.,B1,noun,3,medium,,,,,standard,,,"media;transit",masculine,Kanäle,Kanals,false,false,,,,"den Kanal wechseln; Wasserkanal","Sender; Wasserstraße; Frequenz",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
679,word,Kandidat,person contesting election or taking exam,candidate / examinee,Wie viele Kandidaten kommen zur Prüfung?,How many candidates are coming to the examination?,B1,noun,3,medium,,,,,standard,,,"exams;politics",masculine,-en,Kandidaten,false,false,,,,"ein geeigneter Kandidat; Prüfungskandidat","Bewerber; Prüfling; Teilnehmer",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
680,word,Kandidatin,female person contesting election or exam,candidate / examinee (female),Wie viele Kandidatinnen nehmen teil?,How many female candidates are participating?,B1,noun,3,medium,,,,,standard,,,"exams;politics",feminine,-nen,Kandidatin,false,false,,,,"Bewerberin; Prüflingerin",,,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
681,word,Kanne,vessel with spout and handle for liquids,pot / jug / pitcher,Das ist aber eine schöne Teekanne. / Bitte einen Kaffee! - Eine Tasse oder ein Kännchen?,That is a beautiful teapot indeed. / A coffee please! - A cup or a small pot?,B1,noun,3,medium,,,,,standard,,,"kitchen;dining",feminine,-n,Kanne,false,false,,,,eine Kanne Kaffee/Tee kochen,"Krug; Kännchen",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
682,word,Kantine,canteen or cafeteria in workplace/school,canteen / cafeteria,In unserer Kantine kann man günstig essen.,In our canteen one can eat affordably.,B1,noun,3,medium,,,,,standard,,,"work;dining",feminine,-n,Kantine,false,false,,,,in die Kantine gehen,"Mensa; Cafeteria; Speisesaal",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
683,word,Kapitel,main division of a book,chapter,"Die Lehrerin hat gesagt, wir sollen zwei Kapitel im Buch wiederholen.",The teacher said we should revise two chapters in the book.,B1,noun,3,medium,,,,,standard,,,"books;reading",neuter,-,Kapitels,false,false,,,,das nächste Kapitel aufschlagen,"Abschnitt; Buchteil",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
684,word,kaputtgehen,break into pieces or cease working,to break / to stop working,Pass bitte mit diesem Glas auf. Es geht leicht kaputt. / Der Fernseher ist gestern kaputtgegangen.,Please be careful with this glass. It breaks easily. / The television broke yesterday.,B1,verb,4,high,,,,,standard,,,"condition;appliances",,,,,false,true,sein,geht kaputt,ging kaputt,kaputtgegangen,intr,leicht kaputtgehen,"zerbrechen; den Geist aufgeben","heilen; ganz bleiben",Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
685,word,kaputtmachen,break or ruin an item deliberately or by accident,to break / to ruin / to destroy,Wer hat die Lampe kaputtgemacht?,Who broke the lamp?,B1,verb,3,medium,,,,,standard,,,"actions;damage",,,,,false,true,haben,macht kaputt,machte kaputt,kaputtgemacht,acc,ein Spielzeug kaputtmachen,"zerstören; beschädigen; ruinieren","reparieren; heil machen",Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
686,word,Karotte,orange edible root vegetable (German standard),carrot,Hasen fressen gern Karotten.,Hares like eating carrots.,B1,noun,4,high,,D,,standard,"DACH: D=Möhre; CH=Rüebli","food;vegetables",feminine,-n,Karotte,false,false,,,,Karotten schälen,"Möhre; Gelbrübe; Rüebli",,,,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
687,word,Karriere,course of progressive professional advancement,career,Mein Bruder hat große Pläne. Er will Karriere machen.,My brother has big plans. He wants to make a career.,B1,noun,3,medium,,,,,standard,,,"jobs;work",feminine,-n,Karriere,false,false,,,,"Karriere machen; steile Karriere","Laufbahn; Werdegang; Berufsweg",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
688,word,Chipkarte,plastic card embedded with electronic microchip,chip card / smart card,Ich habe eine Chipkarte für diesen Automaten.,I have a smart card for this machine.,B1,noun,3,medium,,,,,standard,,,"technology;banking",feminine,-n,Chipkarte,false,false,,,,die Chipkarte einstecken,"Smartcard; Magnetkarte",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
689,word,Kassette,magnetic audio recording tape cassette,cassette / tape,Meine Eltern besitzen noch viele Musikkassetten.,My parents still own many audio cassettes.,B1,noun,2,medium-low,,,,,standard,,,"music;technology",feminine,-n,Kassette,false,false,,,,eine Kassette einlegen,"Tonbandkassette; Tape",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
690,word,Kasten,rectangular crate or container / wardrobe (Austrian/Swiss),crate / box / wardrobe,Ich habe zwei Kästen Bier gekauft. / Die Handtücher liegen im Kasten.,I bought two crates of beer. / The towels are in the wardrobe.,B1,noun,3,medium,,"D; A; CH",,standard,"DACH: CH/A wardrobe = Schrank; D/A crate = Kiste","housing;shopping",masculine,Kästen,Kastens,false,false,,,,"ein Kasten Bier; in den Kasten legen","Kiste; Schrank; Box",,,,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
691,word,Katalog,printed commercial listing of merchandise,catalog / catalogue,Ich habe mir ein Kleid aus dem Katalog bestellt.,I ordered a dress from the catalog.,B1,noun,3,medium,,,,,standard,,,"shopping;books",masculine,-e,Katalogs,false,false,,,,im Katalog blättern,"Warenverzeichnis; Prospekt",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
692,word,Katastrophe,sudden event causing devastating ruin or fiasco,catastrophe / disaster,Der Urlaub war eine Katastrophe. Es hat nur geregnet.,The holiday was a catastrophe. It did nothing but rain.,B1,noun,3,medium,,,,,standard,,,"danger;emotions",feminine,-n,Katastrophe,false,false,,,,"eine Katastrophe verhindern; absolute Katastrophe","Desaster; Unglück; Tragödie",Glücksfall,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
693,word,Kauf,act or transaction of acquiring merchandise,purchase,Der neue Esstisch war ein guter Kauf.,The new dining table was a good purchase.,B1,noun,4,high,,,,,standard,,,"shopping;finance",masculine,Käufe,Kaufes,false,false,,,,"einen Kauf tätigen; im Kaufrausch","Erwerb; Anschaffung",Verkauf,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
694,word,Käufer,purchaser or acquiring customer,buyer / purchaser,Ich habe schon einen Käufer für den alten Tisch.,I already have a buyer for the old table.,B1,noun,3,medium,,,,,standard,,,"shopping;commerce",masculine,-,Käufers,false,false,,,,einen Käufer finden,"Kunde; Abnehmer; Erwerber",Verkäufer,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
695,word,Käuferin,female purchaser or acquiring customer,buyer / purchaser (female),Die Käuferin unterschrieb den Kaufvertrag.,The female buyer signed the contract of sale.,B1,noun,3,medium,,,,,standard,,,"shopping;commerce",feminine,-nen,Käuferin,false,false,,,,"Kundin; Abnehmerin",Verkäuferin,,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
696,word,kaum,scarcely or only with immense difficulty,hardly / barely / scarcely,Ich kann Sie kaum verstehen. Bitte sprechen Sie lauter. / Es hat letzte Woche kaum geregnet. / Kaum 20 Minuten.,I can hardly understand you. Please speak louder. / It hardly rained last week. / Barely 20 minutes.,B1,adverb,5,very high,,,,,standard,,,"degree;negation",adverb,,,,false,false,,,,"kaum noch; kaum zu glauben","schwerlich; fast nicht","sehr; überaus",,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
697,word,sich langweilen,feel lack of interest or tedium,to be bored,Langweilst du dich?,Are you bored?,B1,verb,3,medium,,,,,standard,,,"emotions;psychology",,,,,true,false,haben,langweilt sich,langweilte sich,gelangweilt,refl,sich zu Tode langweilen,"öde fühlen; Langeweile haben",amüsieren,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
698,word,Langeweile,tedious state of having nothing interesting,boredom,Er ist aus Langeweile eingeschlafen.,He fell asleep out of boredom.,B1,noun,3,medium,,,,,standard,,,"emotions;psychology",feminine,-,Langeweile,false,false,,,,"aus Langeweile; vor Langeweile sterben","Öde; Monotonie","Spannung; Kurzweil",,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
699,word,Lärm,loud unpleasant disturbing noise,noise,Die Flugzeuge machen einen schrecklichen Lärm.,The airplanes make a terrible noise.,B1,noun,4,high,,,,,standard,,,"sound;environment",masculine,-,Lärms,false,false,,,,"Lärm machen; lauter Lärm","Krach; Getöse; Radau","Ruhe; Stille",,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
