id,type,term,sense,translation,example_de,example_en,levels,part_of_speech,native_frequency_rating,native_frequency_label,native_frequency_notes,rated_by,rated_at,corpus_rank,register,regional_labels,contexts,tags,gender,plural,genitive_singular,is_reflexive,is_separable,auxiliary,present_er_sie_es,praeteritum,partizip_ii,valency,collocations,synonyms,antonyms,false_friends,source_name,source_url,review_status
444,word,ja,affirmative response expressing agreement or assent,yes,Sind Sie Herr Watanabe? - Ja.,Are you Mr. Watanabe? - Yes.,A1,particle,5,very high,Fundamental affirmative response particle,curator,2026-03-28,10,standard,DACH,"communication;general","particle;;",,,FALSE,FALSE,,,,,,none,"ja bitte; ja gerne; ja genau","freilich; gewiss",nein,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
445,word,Jacke,short coat reaching to the waist or hips,"jacket; coat",Zieh dir eine Jacke an. Es ist kalt.,Put on a jacket. It is cold.,A1,noun,4,high,Core clothing and weather wear noun,curator,2026-03-28,490,standard,DACH,"clothing;daily life","noun;clothing",feminine,Jacken,Jacke,FALSE,FALSE,,,,,,none,"eine Jacke anziehen; warme Jacke","Anorak; Strickjacke; Sakko",Hose,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
446,word,Jahr,period of 365 days divided into twelve months,year,Alter: 26 Jahre.,Age: 26 years.,A1,noun,5,very high,Core calendar cycle noun,curator,2026-03-28,18,standard,DACH,"time;calendar","noun;time",neuter,Jahre,Jahres,FALSE,FALSE,,,,,,none,"ein gutes neues Jahr; seit drei Jahren; jedes Jahr","Kalenderjahr; Lebensjahr",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
447,word,Januar,first month of the calendar year,January,Im Januar fahre ich Ski.,In January I go skiing.,A1,noun,4,high,Core calendar month noun,curator,2026-03-28,240,standard,DACH,"time;calendar","noun;calendar",masculine,Januare,Januars,FALSE,FALSE,,,,,,none,"im Januar; Anfang Januar",Jänner,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
448,word,Japan,island country in East Asia situated in the northwest Pacific,Japan,Meine Großeltern leben in Japan.,My grandparents live in Japan.,A1,noun,4,high,Country name noun,curator,2026-03-28,190,standard,DACH,"geography;countries","noun;geography",neuter,,Japans,FALSE,FALSE,,,,,,none,"nach Japan fliegen; aus Japan kommen",Nippon,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
449,word,Japaner,male native or citizen of Japan,Japanese (male),Meine Schwester heiratet einen Japaner.,My sister is marrying a Japanese man.,A1,noun,4,high,Nationality demographic noun,curator,2026-03-28,420,standard,DACH,"identity;countries","noun;people",masculine,Japaner,Japaners,FALSE,FALSE,,,,,,none,"der Japaner; japanischer Mann",Bürger Japans,Japanerin,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
450,word,Japanerin,female native or citizen of Japan,Japanese (female),Sie ist Japanerin.,She is a Japanese woman.,A1,noun,4,high,Nationality demographic noun,curator,2026-03-28,490,standard,DACH,"identity;countries","noun;people",feminine,Japanerinnen,Japanerin,FALSE,FALSE,,,,,,none,"die Japanerin; junge Japanerin",Bürgerin Japans,Japaner,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
451,word,japanisch,of or relating to Japan its culture or language,Japanese,Ich lerne Japanisch.,I am learning Japanese.,A1,adjective,4,high,National origin and linguistic adjective,curator,2026-03-28,280,standard,DACH,"language;identity","adjective;;",,,FALSE,FALSE,,,,,,none,"japanische Autos; Japanisch sprechen; japanische Kultur",ostasiatisch,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
452,word,jed-,referring to every single member of a group individually,"every; each",Blumen kannst du in jedem Bahnhof kaufen.,You can buy flowers in every train station.,A1,pronoun,5,very high,Universal distributive determiner/pronoun,curator,2026-03-28,32,standard,DACH,general,"pronoun;determiner;;",,,FALSE,FALSE,,,,,,none,"jeden Tag; jedes Mal; jeder Mensch","aller; jeglicher",keiner,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
453,word,jetzt,at the present moment,now,Jetzt machen wir eine Pause.,Now we take a break.,A1,adverb,5,very high,Core temporal present adverb,curator,2026-03-28,24,standard,DACH,"time;general","adverb;time;;",,,FALSE,FALSE,,,,,,none,"jetzt gleich; ab jetzt; bis jetzt","nun; im Moment","früher; später",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
454,word,Job,regular paid employment or specific post,"job; employment",Jenny hat einen neuen Job bei der Post.,Jenny has a new job at the post office.,A1,noun,4,high,Core work and career colloquial noun,curator,2026-03-28,260,standard,DACH,"work;employment","noun;work",masculine,Jobs,Jobs,FALSE,FALSE,,,,,,none,"einen Job suchen; einen Job finden","Arbeitsplatz; Stelle; Beruf",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
455,word,Jugendliche,"person between childhood and adult age; teenager","adolescent; youth; teenager",Viele Jugendliche kaufen gern ein.,Many young people like to shop.,A1,noun,4,high,Demographic stage noun,curator,2026-03-28,380,standard,DACH,"society;identity","noun;people",masculine,Jugendlichen,Jugendlichen,FALSE,FALSE,,,,,,none,"für Jugendliche; Jugendliche und Kinder","Teenager; Heranwachsender",Erwachsener,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
456,word,Juli,seventh month of the calendar year,July,Wir machen Anfang Juli Urlaub.,We take vacation at the beginning of July.,A1,noun,4,high,Core calendar month noun,curator,2026-03-28,210,standard,DACH,"time;calendar","noun;calendar",masculine,Julis,Julis,FALSE,FALSE,,,,,,none,"im Juli; Anfang Juli",Sommermonat,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
457,word,jung,having lived or existed for only a short time,young,Claudia ist 21. Was? Noch so jung?,Claudia is 21. What? Still that young?,A1,adjective,5,very high,Core age descriptive adjective,curator,2026-03-28,95,standard,DACH,"identity;description","adjective;age;;",,,FALSE,FALSE,,,,,,none,"junger Mann; noch sehr jung","jugendlich; frisch",alt,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
458,word,Junge,male child from birth to young manhood,boy,Ich habe zwei Kinder. Einen Jungen und ein Mädchen.,I have two children. A boy and a girl.,A1,noun,5,very high,Core demographic child noun,curator,2026-03-28,210,standard,DACH,"family;personal","noun;people",masculine,Jungen,Jungen,FALSE,FALSE,,,,,,none,"kleiner Junge; der Junge da drüben","Bub; Knabe",Mädchen,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
459,word,Juni,sixth month of the calendar year,June,Die Schule endet im Juni.,School ends in June.,A1,noun,4,high,Core calendar month noun,curator,2026-03-28,220,standard,DACH,"time;calendar","noun;calendar",masculine,Junis,Junis,FALSE,FALSE,,,,,,none,"im Juni; Ende Juni",Sommermonat,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
460,word,Kaffee,hot dark beverage made from brewed roasted beans,coffee,Zum Frühstück trinke ich immer Kaffee.,For breakfast I always drink coffee.,A1,noun,5,very high,Core breakfast and beverage noun,curator,2026-03-28,240,standard,DACH,"food;dining","noun;food",masculine,,Kaffees,FALSE,FALSE,,,,,,none,"Kaffee kochen; eine Tasse Kaffee; schwarzer Kaffee",Bohnenkaffee,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
461,word,kaputt,damaged fractured or no longer functioning,"broken; out of order",Das Glas war teuer. Es geht sehr leicht kaputt.,The glass was expensive. It breaks very easily.,A1,adjective,4,high,Core household condition adjective,curator,2026-03-28,340,informal,DACH,"household;technology","adjective;;",,,FALSE,FALSE,,,,,,none,"kaputt gehen; mein Handy ist kaputt","defekt; beschädigt; hinüber","ganz; intakt; heil",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
462,word,Karte,paper card,postcard,"menu, or playing card, card; postcard; menu, Ich schreibe meinen Bekannten eine Karte aus dem Urlaub. / Wollen wir Karten spielen? / Ich möchte auch etwas essen. Bringen Sie mir die Karte bitte.",I am writing a postcard to my acquaintances from vacation. / Do we want to play cards? / I would also like to eat something. Please bring me the menu.,A1,noun,5,very high,Polysemous dining leisure and postal noun,curator,2026-03-28,130,standard,DACH,"dining;leisure;mail","noun;leisure",feminine,Karten,Karte,FALSE,FALSE,,,,,,none,"Karten spielen; Speisekarte; Postkarte schreiben","Postkarte; Menükarte; Spielkarte",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
463,word,Kartoffel,starchy edible tuber consumed as a staple vegetable,potato,Für Pommes frites braucht man Kartoffeln.,For French fries you need potatoes.,A1,noun,4,high,Core grocery and culinary noun,curator,2026-03-28,520,standard,DACH,"food;shopping","noun;food",feminine,Kartoffeln,Kartoffel,FALSE,FALSE,,,,,,none,"gekochte Kartoffeln; Kartoffeln schälen","Erdapfel; Grundbirne",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
464,word,Kasse,counter or till where payment is made in a shop,"checkout; cash desk; till",Zahlen Sie bitte an der Kasse.,Please pay at the cash desk.,A1,noun,4,high,Core retail and shopping noun,curator,2026-03-28,340,standard,DACH,"shopping;finances","noun;commerce",feminine,Kassen,Kasse,FALSE,FALSE,,,,,,none,"an der Kasse zahlen; bitte zur Kasse gehen","Zahlstelle; Kassenbereich",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
465,word,kaufen,to acquire something by paying money,"to buy; to purchase",Tim kauft sich ein neues Auto.,Tim is buying himself a new car.,A1,verb,5,very high,Core commercial transaction verb,curator,2026-03-28,68,standard,DACH,"shopping;finances","verb;;",,,FALSE,FALSE,haben,kauft,kaufte,gekauft,"+ Akkusativ; + Dativ + Akkusativ","ein Ticket kaufen; im Supermarkt kaufen","erwerben; anschaffen",verkaufen,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
466,word,kein,negative determiner negating indefinite nouns,"no; not any; none",Es gibt keine Eintrittskarten mehr.,There are no more admission tickets.,A1,pronoun,5,very high,Core negative determiner and pronoun,curator,2026-03-28,12,standard,DACH,general,"pronoun;negation;;",,,FALSE,FALSE,,,,,,none,"keine Zeit; gar kein; kein Problem","nicht ein; keineswegs","ein; viele",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
467,word,kennen,to be acquainted or familiar with a person place or fact,"to know; to be familiar with","Kennen Sie diese Frau? Nein, leider nicht.","Do you know this woman? - No, unfortunately not.",A1,verb,5,very high,Core cognitive acquaintance verb,curator,2026-03-28,48,standard,DACH,"social;communication","verb;;",,,FALSE,FALSE,haben,kennt,kannte,gekannt,+ Akkusativ,"gut kennen; jemanden vom Sehen kennen",vertraut sein mit,fremd sein,not English 'can' (which is können),,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
468,word,kennenlernen,to meet someone and get to know them for the first time,"to get to know; to meet",Wir sind neu hier. Wir möchten Sie kennenlernen.,We are new here. We would like to get to know you.,A1,verb,4,high,Social greeting and integration verb,curator,2026-03-28,260,standard,DACH,"social;personal","verb;;",,,FALSE,TRUE,haben,lernt kennen,lernte kennen,kennengelernt,+ Akkusativ,"neue Freunde kennenlernen; sich kennenlernen",Bekanntschaft machen mit,Bekanntschaft machen,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
469,word,Kilogramm,fundamental metric unit of mass,"kilogram; kilo",Ein Kilo Äpfel bitte.,"One kilo of apples, please.",A1,noun,4,high,Core grocery and body weight noun,curator,2026-03-28,310,standard,DACH,"food;measurements","noun;measurements",neuter,Kilogramm,Kilogramms,FALSE,FALSE,,,,,,none,"ein Kilo; zwei Kilogramm wiegen","Kilo; kg",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
470,word,Kilometer,metric unit of length equal to one thousand meters,kilometer,Von Mainz nach Frankfurt sind es circa 50 Kilometer.,From Mainz to Frankfurt it is about 50 kilometers.,A1,noun,5,very high,Core travel distance noun,curator,2026-03-28,160,standard,DACH,"travel;measurements","noun;measurements",masculine,Kilometer,Kilometers,FALSE,FALSE,,,,,,none,"zweihundert Kilometer; Kilometer pro Stunde",km,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
471,word,Kind,"young human being below the age of puberty; son/daughter","child; kid",Wie viele Kinder haben Sie?,How many children do you have?,A1,noun,5,very high,Core family demography noun,curator,2026-03-28,40,standard,DACH,"family;personal","noun;family",neuter,Kinder,Kindes,FALSE,FALSE,,,,,,none,"zwei Kinder haben; Kinderspielplatz","Nachwuchs; Sprössling",Erwachsener,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
472,word,Kinderbetreuung,care and supervision provided for young children,childcare,In der Stadt gibt es gute Kinderbetreuung.,In the city there is good childcare.,A1,noun,3,medium,Family and preschool education noun,curator,2026-03-28,580,standard,DACH,"family;childcare","noun;education",feminine,Kinderbetreuungen,Kinderbetreuung,FALSE,FALSE,,,,,,none,"einen Platz für die Kinderbetreuung suchen; Kinderbetreuung anbieten","Kita; Kinderpflege; Tagesmutter",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
473,word,Kinderbett,small specialized bed designed for infants or children,"child's bed; crib; cot",Wir brauchen noch ein Kinderbett.,We still need a child's bed.,A1,noun,3,medium,Family furniture noun,curator,2026-03-28,880,standard,DACH,"housing;childcare","noun;furniture",neuter,Kinderbetten,Kinderbettes,FALSE,FALSE,,,,,,none,"ein Kinderbett aufbauen; Matratze fürs Kinderbett","Gitterbett; Wiege",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
474,word,Kindergarten,preschool educational facility for young children,"kindergarten; preschool",Die kleine Laura geht schon in den Kindergarten.,Little Laura already goes to kindergarten.,A1,noun,4,high,Childcare and education facility noun,curator,2026-03-28,490,standard,DACH,"education;childcare","noun;education",masculine,Kindergärten,Kindergartens,FALSE,FALSE,,,,,,none,"in den Kindergarten gehen; Kindergartenplatz","Kita; Vorschule",Schule,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
475,word,Kino,venue where motion pictures are screened for audiences,"cinema; movie theater",Wir sehen heute Abend im Kino einen schönen Film.,We are watching a nice film at the cinema tonight.,A1,noun,4,high,Leisure culture and entertainment noun,curator,2026-03-28,340,standard,DACH,"leisure;entertainment","noun;leisure",neuter,Kinos,Kinos,FALSE,FALSE,,,,,,none,"ins Kino gehen; im Kino sitzen","Filmtheater; Lichtspielhaus",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
476,word,Kiosk,small street stall selling snacks newspapers and drinks,"kiosk; newsstand","Am Kiosk bekommen Sie Getränke, Zigaretten und Zeitungen.","At the kiosk you can get beverages, cigarettes, and newspapers.",A1,noun,4,high,Everyday urban convenience retail noun,curator,2026-03-28,680,standard,DACH,"shopping;daily life","noun;shopping",masculine,Kioske,Kiosks,FALSE,FALSE,,,,,,none,"am Kiosk kaufen; Zeitungkiosk","Büdchen; Trinkhalle; Verkaufsstand",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
477,word,klar,"plain to understand; sure / of course","clear; sure; of course",Kommst du mit? - Klar!,Are you coming along? - Sure!,A1,adjective,5,very high,Core assent and comprehension word,curator,2026-03-28,88,standard,DACH,"communication;general","adjective;particle;;",,,FALSE,FALSE,,,,,,none,"na klar; alles klar; ganz klar","verständlich; sicher; natürlich","unklar; verwirrend",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
478,word,Klasse,"group of school students; travel booking tier","class; classroom; travel class",In unserer Klasse sind fünfundzwanzig Schüler. / Im Zug fahre ich immer 2. Klasse.,In our class there are twenty-five students. / On the train I always travel 2nd class.,A1,noun,5,very high,Education and transit classification noun,curator,2026-03-28,140,standard,DACH,"education;travel","noun;education",feminine,Klassen,Klasse,FALSE,FALSE,,,,,,none,"in die 1. Klasse gehen; zweite Klasse fahren","Schulklasse; Wagenklasse; Kategorie",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
479,word,Klassenzimmer,room in a school where lessons are held,classroom,Der Lehrer steht in der Mitte des Klassenzimmers.,The teacher stands in the middle of the classroom.,A1,noun,4,high,Educational school facility noun,curator,2026-03-28,460,standard,DACH,"education;school","noun;education",neuter,Klassenzimmer,Klassenzimmers,FALSE,FALSE,,,,,,none,"ins Klassenzimmer kommen; im Klassenzimmer sitzen","Klassenraum; Schulzimmer",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
480,word,Kleidung,items worn to cover the human body,"clothing; clothes","Wo finde ich Kleidung? Jacken im ersten, Jeans im zweiten Stock.","Where do I find clothing? Jackets on the first, jeans on the second floor.",A1,noun,4,high,Core shopping and apparel noun,curator,2026-03-28,450,standard,DACH,"shopping;clothing","noun;clothing",feminine,,Kleidung,FALSE,FALSE,,,,,,none,"warme Kleidung; neue Kleidung kaufen","Klamotten; Bekleidung; Anziehsachen",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
481,word,klein,of modest or limited physical size,"small; little",Eltville ist eine kleine Stadt am Rhein.,Eltville is a small town on the Rhine.,A1,adjective,5,very high,Core spatial and physical adjective,curator,2026-03-28,32,standard,DACH,"description;general","adjective;;",,,FALSE,FALSE,,,,,,none,"kleine Stadt; kleines Kind; ganz klein","winzig; gering",groß,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
482,word,Klima,prevailing regional weather conditions over long periods,climate,Das Klima hier ist sehr angenehm.,The climate here is very pleasant.,A1,noun,4,high,Weather and nature environment noun,curator,2026-03-28,260,standard,DACH,"weather;nature","noun;weather",neuter,Klimate,Klimas,FALSE,FALSE,,,,,,none,"warmes Klima; Klima und Wetter","Witterung; Klimazone",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
483,word,kochen,"to prepare food by heating it; to boil","to cook; to boil",Herr Georgi kann gut kochen.,Mr. Georgi can cook well.,A1,verb,5,very high,Core culinary action verb,curator,2026-03-28,190,standard,DACH,"food;household","verb;;",,,FALSE,FALSE,haben,kocht,kochte,gekocht,"+ Akkusativ; intransitive","das Essen kochen; gerne kochen; Wasser kochen","zubereiten; garen",essen,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
484,word,Koffer,sturdy rectangular luggage case with handles,"suitcase; luggage",Ist das Ihr Koffer?,Is that your suitcase?,A1,noun,4,high,Core travel transit container noun,curator,2026-03-28,490,standard,DACH,"travel;transport","noun;travel",masculine,Koffer,Koffers,FALSE,FALSE,,,,,,none,"den Koffer packen; schwerer Koffer","Reisekoffer; Gepäckstück",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
485,word,Kollege,individual with whom one works closely in a job,"colleague; coworker",Wie heißt die neue Kollegin?,What is the name of the new (female) colleague?,A1,noun,4,high,Workplace and vocational peer noun,curator,2026-03-28,190,standard,DACH,"work;social","noun;work",masculine,Kollegen,Kollegen,FALSE,FALSE,,,,,,none,"nette Kollegen; liebe Kollegin","Mitarbeiter; Arbeitskollege",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
486,word,Kollegin,female coworker or professional associate,"colleague (female); coworker",Wie heißt die neue Kollegin?,What is the name of the new colleague?,A1,noun,4,high,Workplace peer noun,curator,2026-03-28,220,standard,DACH,"work;social","noun;work",feminine,Kolleginnen,Kollegin,FALSE,FALSE,,,,,,none,"die neue Kollegin; nette Kollegin","Mitarbeiterin; Arbeitskollegin",Kollege,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
487,word,Köln,major historic cathedral city on the River Rhine,Cologne,Köln ist eine alte Stadt.,Cologne is an old city.,A1,noun,4,high,Major German cultural city proper noun,curator,2026-03-28,95,standard,DACH,"geography;travel","noun;places",neuter,,Kölns,FALSE,FALSE,,,,,,none,"in Köln wohnen; von Köln kommen",Domstadt,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
488,word,kommen,to move towards the speaker or arrive at a place,"to come; to arrive",Woher kommen Sie? - Aus Frankreich. / Kommst du mit ins Schwimmbad?,Where do you come from? - From France. / Are you coming along to the swimming pool?,A1,verb,5,very high,Top-tier movement and origin verb,curator,2026-03-28,9,standard,DACH,"movement;identity","verb;;",,,FALSE,FALSE,sein,kommt,kam,gekommen,"intransitive; aus + Dativ; nach + Dativ","aus Deutschland kommen; pünktlich kommen; mitkommen","erscheinen; eintreffen","gehen; abfahren",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
489,word,können,to have the ability power or possibility to do something,"can; to be able to",Ich kann Deutsch und Russisch. / Können Sie mir helfen?,I can speak German and Russian. / Can you help me?,A1,verb,5,very high,Fundamental modal verb of capability/ability,curator,2026-03-28,11,standard,DACH,"grammar;modal","verb;modal;;",,,FALSE,FALSE,haben,kann,konnte,gekonnt,"+ Infinitiv; + Akkusativ","Deutsch sprechen können; mir helfen können","vermögen; fähig sein","fähig sein; vermögen",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
490,word,Konto,financial arrangement held at a bank,"bank account; account",Das Geld überweisen wir am ersten März auf Ihr Konto.,We transfer the money to your account on the first of March.,A1,noun,4,high,Core financial and banking noun,curator,2026-03-28,290,standard,DACH,"shopping;finances","noun;finances",neuter,Konten,Kontos,FALSE,FALSE,,,,,,none,"ein Konto eröffnen; Geld auf das Konto überweisen","Bankkonto; Girokonto",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
491,word,Kopf,upper anatomical part of the body containing the brain,head,Mein Kopf tut weh!,My head hurts!,A1,noun,5,very high,Core anatomy and health symptoms noun,curator,2026-03-28,110,standard,DACH,"body;health","noun;body",masculine,Köpfe,Kopfes,FALSE,FALSE,,,,,,none,"Kopfschmerzen haben; der Kopf tut weh",Haupt,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
492,word,kosten,to have a specified price or cost money,to cost,Wie viel kostet das? 10 Euro.,How much does that cost? - 10 euros.,A1,verb,5,very high,Core commercial pricing verb,curator,2026-03-28,140,standard,DACH,"shopping;finances","verb;;",,,FALSE,FALSE,haben,kostet,kostete,gekostet,"+ Akkusativ + Akkusativ; intransitive","was kostet das; viel kosten; Geld kosten","einen Preis haben; betragen","im Preis liegen; erfordern",,not English 'to cost' only (also means to taste/sample in other contexts),Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
493,word,krank,"affected by physical or mental illness; unwell","ill; sick","Ich kann heute nicht zur Arbeit kommen, ich bin krank und liege im Bett.","I cannot come to work today, I am sick and lying in bed.",A1,adjective,4,high,Health medical condition and absence adjective,curator,2026-03-28,240,standard,DACH,"health;work","adjective;health;;",,,FALSE,FALSE,,,,,,none,"krank sein; krank werden; krank im Bett","unwohl; leidend",gesund,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
494,word,Kreditkarte,plastic payment card issued by a bank,"credit card; card",Kann ich auch mit Karte (be-) zahlen?,Can I also pay by card?,A1,noun,4,high,Commercial banking and retail payment noun,curator,2026-03-28,490,standard,DACH,"shopping;finances","noun;finances",feminine,Kreditkarten,Kreditkarte,FALSE,FALSE,,,,,,none,"mit Kreditkarte zahlen; Karte einstecken","Bankkarte; EC-Karte",Bargeld,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
495,word,kriegen,to obtain receive or catch something,"to get; to receive",Ich kriege 15 Euro in der Stunde für meine Arbeit.,I get 15 euros per hour for my work.,A1,verb,4,high,Colloquial verb of obtaining/receiving,curator,2026-03-28,180,colloquial,DACH,"daily life;work","verb;;",,,FALSE,FALSE,haben,kriegt,kriegte,gekriegt,+ Akkusativ,"Geld kriegen; einen Brief kriegen","bekommen; erhalten","hergeben; abgeben",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
496,word,Küche,room equipped for preparing and cooking food,kitchen,Der neue Herd kommt in die Küche.,The new stove goes into the kitchen.,A1,noun,4,high,Core domestic room noun,curator,2026-03-28,290,standard,DACH,"housing;food","noun;housing",feminine,Küchen,Küche,FALSE,FALSE,,,,,,none,"in der Küche kochen; neue Küche",Kochbereich,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
497,word,Kuchen,sweet baked confectionery food,cake,Ich nehme ein Stück Kuchen.,I will take a piece of cake.,A1,noun,4,high,Dining café and bakery food noun,curator,2026-03-28,460,standard,DACH,"food;dining","noun;food",masculine,Kuchen,Kuchens,FALSE,FALSE,,,,,,none,"ein Stück Kuchen essen; Kuchen backen","Torte; Gebäck",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
498,word,Kugelschreiber,pen that dispenses ink over a metal ball,"ballpoint pen; pen",Hast du einen Kugelschreiber für mich?,Do you have a ballpoint pen for me?,A1,noun,4,high,Stationery and exam writing tool noun,curator,2026-03-28,740,standard,DACH,"education;office","noun;stationery",masculine,Kugelschreiber,Kugelschreibers,FALSE,FALSE,,,,,,none,"mit dem Kugelschreiber schreiben; Kuli","Kuli; Schreiber; Stift",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
499,word,Kühlschrank,insulated domestic cabinet kept cold for preserving food,"refrigerator; fridge",Haben wir noch Milch? Ja im Kühlschrank.,"Do we still have milk? Yes, in the fridge.",A1,noun,4,high,Core domestic kitchen appliance noun,curator,2026-03-28,520,standard,DACH,"housing;appliances","noun;appliances",masculine,Kühlschränke,Kühlschranks,FALSE,FALSE,,,,,,none,"in den Kühlschrank stellen; Milch im Kühlschrank","Eisschrank; Frigo",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
500,word,Kuli,colloquial short term for ballpoint pen,"ballpen; pen",Hast du einen Kuli für mich?,Do you have a pen for me?,A1,noun,4,high,Colloquial writing tool noun,curator,2026-03-28,420,informal,DACH,"education;office","noun;stationery",masculine,Kulis,Kulis,FALSE,FALSE,,,,,,none,"mit dem Kuli schreiben; Kuli leihen","Kugelschreiber; Stift",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
501,word,kulturell,relating to the arts culture and intellectual development,cultural,Ich bin kulturell interessiert. Ich gehe oft ins Museum.,I am culturally interested. I often go to museums.,A1,adjective,3,medium,Interests and cultural leisure adjective,curator,2026-03-28,490,standard,DACH,"leisure;culture","adjective;;",,,FALSE,FALSE,,,,,,none,"kulturell interessiert; kulturelle Angebote","bildungsmäßig; künstlerisch",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
502,word,kümmern,to look after tend or take care of someone/something,"to take care of; to look after",Jede Mutter kümmert sich um ihre kleinen Kinder.,Every mother takes care of her young children.,A1,verb,4,high,Core social responsibility and care verb,curator,2026-03-28,290,standard,DACH,"family;social","verb;;",,,TRUE,FALSE,haben,kümmert,kümmerte,gekümmert,sich kümmern um + Akkusativ,"sich um die Kinder kümmern; sich darum kümmern","sorgen für; pflegen",vernachlässigen,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
